1.0000,2.0000
1.0354,2.0000
1.0707,2.0000
1.1061,2.0000
1.1414,2.0000
1.1768,2.0000
1.2121,2.0000
1.2475,2.0000
1.2828,2.0000
1.3182,2.0000
1.3535,2.0000
1.3889,2.0000
1.4242,2.0000
1.4596,2.0000
1.4949,2.0000
1.5303,2.0000
1.5657,2.0000
1.6010,2.0000
1.6364,2.0000
1.6717,2.0000
1.7071,2.0000
1.7424,2.0000
1.7778,2.0000
1.8131,2.0000
1.8485,2.0000
1.8838,2.0000
1.9192,2.0000
1.9545,2.0000
1.9899,2.0000
2.0253,2.0000
2.0606,2.0000
2.0960,2.0000
2.1313,2.0000
2.1667,2.0000
2.2020,2.0000
2.2374,2.0000
2.2727,2.0000
2.3081,2.0000
2.3434,2.0000
2.3788,2.0000
2.4141,2.0000
2.4495,2.0000
2.4848,2.0000
2.5202,2.0000
2.5556,2.0000
2.5909,2.0000
2.6263,2.0000
2.6616,2.0000
2.6970,2.0000
2.7323,2.0000
2.7677,2.0000
2.8030,2.0000
2.8384,2.0000
2.8737,2.0000
2.9091,2.0000
2.9444,2.0000
2.9798,2.0000
3.0152,2.0000
3.0505,2.0000
3.0859,2.0000
3.1212,2.0000
3.1566,2.0000
3.1919,2.0000
3.2273,2.0000
3.2626,2.0000
3.2980,2.0000
3.3333,2.0000
3.3687,2.0000
3.4040,2.0000
3.4394,2.0000
3.4747,2.0000
3.5101,2.0000
3.5455,2.0000
3.5808,2.0000
3.6162,2.0000
3.6515,2.0000
3.6869,2.0000
3.7222,2.0000
3.7576,2.0000
3.7929,2.0000
3.8283,2.0000
3.8636,2.0000
3.8990,2.0000
3.9343,2.0000
3.9697,2.0000
4.0051,2.0000
4.0404,2.0000
4.0758,2.0000
4.1111,2.0000
4.1465,2.0000
4.1818,2.0000
4.2172,2.0000
4.2525,2.0000
4.2879,2.0000
4.3232,2.0000
4.3586,2.0000
4.3939,2.0000
4.4293,2.0000
4.4646,2.0000
4.5000,2.0000
