1.0000,1.0000
1.0354,1.0038
1.0707,1.0076
1.1061,1.0114
1.1414,1.0153
1.1768,1.0191
1.2121,1.0230
1.2475,1.0269
1.2828,1.0309
1.3182,1.0348
1.3535,1.0388
1.3889,1.0428
1.4242,1.0468
1.4596,1.0509
1.4949,1.0549
1.5303,1.0590
1.5657,1.0631
1.6010,1.0673
1.6364,1.0714
1.6717,1.0756
1.7071,1.0798
1.7424,1.0841
1.7778,1.0884
1.8131,1.0927
1.8485,1.0970
1.8838,1.1013
1.9192,1.1057
1.9545,1.1102
1.9899,1.1146
2.0253,1.1191
2.0606,1.1236
2.0960,1.1281
2.1313,1.1327
2.1667,1.1373
2.2020,1.1420
2.2374,1.1467
2.2727,1.1514
2.3081,1.1561
2.3434,1.1609
2.3788,1.1658
2.4141,1.1706
2.4495,1.1755
2.4848,1.1805
2.5202,1.1855
2.5556,1.1906
2.5909,1.1957
2.6263,1.2008
2.6616,1.2060
2.6970,1.2112
2.7323,1.2165
2.7677,1.2219
2.8030,1.2273
2.8384,1.2327
2.8737,1.2382
2.9091,1.2438
2.9444,1.2494
2.9798,1.2551
3.0152,1.2609
3.0505,1.2668
3.0859,1.2727
3.1212,1.2786
3.1566,1.2847
3.1919,1.2908
3.2273,1.2971
3.2626,1.3034
3.2980,1.3098
3.3333,1.3163
3.3687,1.3229
3.4040,1.3296
3.4394,1.3364
3.4747,1.3433
3.5101,1.3504
3.5455,1.3575
3.5808,1.3648
3.6162,1.3723
3.6515,1.3799
3.6869,1.3876
3.7222,1.3956
3.7576,1.4037
3.7929,1.4120
3.8283,1.4205
3.8636,1.4292
3.8990,1.4382
3.9343,1.4475
3.9697,1.4570
4.0051,1.4669
4.0404,1.4772
4.0758,1.4878
4.1111,1.4989
4.1465,1.5105
4.1818,1.5227
4.2172,1.5356
4.2525,1.5493
4.2879,1.5641
4.3232,1.5802
4.3586,1.5979
4.3939,1.6181
4.4293,1.6420
4.4646,1.6731
4.5000,1.7483
4.4646,1.8235
4.4293,1.8547
4.3939,1.8786
4.3586,1.8988
4.3232,1.9165
4.2879,1.9326
4.2525,1.9473
4.2172,1.9611
4.1818,1.9740
4.1465,1.9862
4.1111,1.9978
4.0758,2.0089
4.0404,2.0195
4.0051,2.0297
3.9697,2.0396
3.9343,2.0492
3.8990,2.0584
3.8636,2.0674
3.8283,2.0762
3.7929,2.0847
3.7576,2.0930
3.7222,2.1011
3.6869,2.1090
3.6515,2.1168
3.6162,2.1244
3.5808,2.1318
3.5455,2.1391
3.5101,2.1463
3.4747,2.1534
3.4394,2.1603
3.4040,2.1671
3.3687,2.1738
3.3333,2.1804
3.2980,2.1869
3.2626,2.1933
3.2273,2.1996
3.1919,2.2058
3.1566,2.2120
3.1212,2.2180
3.0859,2.2240
3.0505,2.2299
3.0152,2.2357
2.9798,2.2415
2.9444,2.2472
2.9091,2.2529
2.8737,2.2584
2.8384,2.2639
2.8030,2.2694
2.7677,2.2748
2.7323,2.2801
2.6970,2.2854
2.6616,2.2907
2.6263,2.2959
2.5909,2.3010
2.5556,2.3061
2.5202,2.3112
2.4848,2.3162
2.4495,2.3211
2.4141,2.3260
2.3788,2.3309
2.3434,2.3357
2.3081,2.3405
2.2727,2.3453
2.2374,2.3500
2.2020,2.3547
2.1667,2.3593
2.1313,2.3640
2.0960,2.3685
2.0606,2.3731
2.0253,2.3776
1.9899,2.3821
1.9545,2.3865
1.9192,2.3909
1.8838,2.3953
1.8485,2.3997
1.8131,2.4040
1.7778,2.4083
1.7424,2.4126
1.7071,2.4168
1.6717,2.4210
1.6364,2.4252
1.6010,2.4294
1.5657,2.4335
1.5303,2.4376
1.4949,2.4417
1.4596,2.4458
1.4242,2.4498
1.3889,2.4539
1.3535,2.4579
1.3182,2.4618
1.2828,2.4658
1.2475,2.4697
1.2121,2.4736
1.1768,2.4775
1.1414,2.4814
1.1061,2.4852
1.0707,2.4891
1.0354,2.4929
1.0000,2.4967
